 Label,Event ID,Service Name,Service File Name,Service Type,Service Start Type,Service Account,Data Service Name,Timestamp,ID
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-03-22T08:41:19.219Z,43a2198e-1a2b-4c81-b2d5-85c9e6b9c75Y
benign,7045,WindowsUpdateService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-03-22T08:45:10.219Z,4f6a5d21-9b82-49e4-a791-23456bc8Y
benign,7045,Netman,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\LocalService,DNSClient,2024-08-20T08:45:12.219Z,4a2fc5b9-1234-49ab-bcde-1234567890Y
benign,7045,VMwareTools,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,Own Process,Auto Start,LocalService,Windows Defender,2024-07-22T09:45:12.219Z,4c5a97e2-11c3-4fcb-b234-1a48bcbf79Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,DHCP,2024-02-22T08:41:19.421Z,7429eabd-4211-49c5-b8a7-32d6e1f53bY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT Authority\NetworkService,WindowsUpdate,2024-08-20T09:41:22.191Z,4f71a8d3-21a4-4fea-b349-8a35c77cY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-08-22T08:45:12.192Z,4f8a93b5-1e2c-49cb-a35e-49a3b6f7Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-02-22T08:41:19.421Z,4c3f6b8e-9321-4d58-b0a3-1e0c7c4276aY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-09-01T08:42:19.219Z,4f312c5d-2e4a-4678-bc34-5a548aeb82aY
benign,7045,NetworkServices,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-03-22T08:45:12.219Z,43a611c9-4c5e-4b94-89c1-234c85f32Y
benign,7045,VMwareTools,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,Own Process,Auto Start,LocalSystem,WindowsDefender,2024-03-22T08:41:19.219Z,4f662431-9b43-4c1e-9a5e-1a9d3f4e45cY
benign,7045,NetworkManager,C:\Program Files\Microsoft Network Manager\service.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-07-22T08:45:12.219Z,43a71cd2-1298-4123-b9a1-34dsfewY
benign,7045,Netman,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,DHCP,2024-02-20T08:41:19.421Z,6a8f59f2-11d9-42cb-b57f-182d6e3c187eY
benign,7045,NetworkAgent,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,DNSClient,2024-09-01T08:42:19.212Z,4f512c71-2d45-495a-9b7c-34a7a6b22cY
benign,7045,BackupService,C:\Program Files\Microsoft\Backup\backupsvc.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-09-02T10:45:12.189Z,62a1e7b3-4d8f-4562-a0c1-54a3b92fY
benign,7045,Netman,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-03-22T08:41:19.421Z,4e2a6dcb-2198-4f11-81a2-ecf3b65aY
benign,7045,BackupService,C:\Program Files\Microsoft\Backup\service.exe,Own Process,Auto Start,NT AUTHORITY\SYSTEM,Windows Defender,2024-08-22T10:15:32.219Z,4a7319f5-21cb-49e3-82bhgf-1a2bc34dY
benign,7045,NetmanService,C:\Windows\System32\netman.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-07-22T10:45:12.189Z,3f2a1e5d-942c-4123-b6c7-89a43ed3aY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender Service,2024-07-22T09:45:10.219Z,4c6a385e-9b7c-4f35-bc7d-b4c5a64bY
benign,7045,Netman,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-03-22T08:45:12.192Z,4e3f59c1-2198-4567-8123-9a4b51e22Y
benign,7045,Netman,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-07-22T10:15:32.191Z,4f6a7c9e-25d4-4112-85b4-5c87b23aY
benign,7045,Netman,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-02-20T08:45:12.192Z,3fba9a43-152d-4f1b-bc11-4a989a3cY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-03-22T08:41:10.219Z,4b6f9d6a-21e3-4121-b43a-8a456e8a5bY
benign,7045,NetworkSecurityService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-09-02T08:49:32.219Z,4f2f7b8a-2d51-4c39-85f4-7d2a107cY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-03-22T08:14:22.192Z,43a9f4b2-11e9-4c86-98a2-0c214e3aY
benign,7045,PrintService,C:\Windows\System32\spoolsv.exe,Own Process,Auto Start,LocalSystem,WindowsPrint,2024-09-02T08:15:32.192Z,c3a4d5b6-7e8f-4211-a1b2-3456789d0Y
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-08-20T08:45:12.219Z,3fda21a5-4b18-425a-bc1e-4c6a89d4a5Y
benign,7045,DNSClient,C:\Windows\System32\svchost.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-09-02T10:14:21.219Z,4f98e71d-e3c5-4b41-8e3c-5fg6sdfgY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-08-22T08:45:12.192Z,83bfc9e5-2345-498a-b6d2-9321b42eY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Own Process,Auto Start,NT AUTHORITY\LocalService,Windows Update,2024-03-22T08:14:21.219Z,42a2f9f6-4d82-4128-9e11-51a6b7b8d7a1Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-02-22T11:15:42.191Z,43f9a1c4-5256-4123-ba89-23456789Y
benign,7045,PrintService,C:\Windows\System32\spoolsv.exe,Own Process,Auto Start,LocalSystem,Windows Defender,2024-08-22T08:41:19.219Z,43e9fba2-1c14-4f8a-9d7c-62801234Y
benign,7045,VMwareTools,C:\Program Files\VMware\VMware Tools\vmtools.exe,Own Process,Auto Start,LocalSystem,WindowsDefender,2024-03-22T09:45:12.192Z,42f9b4b1-19e5-4c41-8d6f-963a1b26d49Y
benign,7045,BackupService,C:\Program Files\Microsoft\Backup\backupSvc.exe,Own Process,Auto Start,NT AUTHORITY\NetworkService,WindowsBackup,2024-08-22T08:45:12.219Z,38b6e0c4-9f42-429a-8dcb-4e031f6a7aY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-09-01T08:45:21.192Z,3f59b6a2-45c6-4123-b1d5-3429a6b59eY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-02-20T08:45:12.191Z,4b67fba4-321d-456f-ba12-93f4e5cd4Y
benign,7045,VMwareTools,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,Own Process,Auto Start,LocalService,Windows Defender,2024-02-22T08:41:19.219Z,4a3157d2-9f8c-42a8-85eb-1234567890Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,DNSClient,2024-07-22T10:45:12.219Z,4f65a2e5-2c9f-4121-bc34-8d7d6f1eY
benign,7045,PrintService,C:\Windows\System32\spoolsv.exe,Share Process,Auto Start,NT AUTHORITY\LocalService,Windows Update Service,2024-02-27T09:41:12.192Z,4c3a5b23-1e45-42b7-9f8g34-8921h1kY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\NetworkService,WindowsDefender,2024-04-27T17:42:18.392Z,4821c0f4-2f9e-4c23-8b89-45gah7kY
benign,7045,PrintService,C:\Windows\System32\spoolsv.exe,Shared Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-07-22T08:41:19.219Z,4a982f63-21c5-4f3a-9c7f-4db1bf7aY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-02-20T09:45:12.219Z,4f8a5b24-2194-42e1-b531-8f5c3d2aY
benign,7045,StorageService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-07-22T03:14:01.219Z,3f51a8f3-4a85-4121-b2ca-47b8d2f8a2cY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-07-22T08:45:12.192Z,3b4a6543-2198-4c2a-b111-82d4e5a6bY
benign,7045,AutodeskSync,C:\Program Files\Autodesk\Autodesk Sync\AdSync.exe,Own Process,Auto Start,LocalSystem,Windows Defender,2024-07-22T08:41:19.421Z,2ebf5d7f-4d21-49f8-b335-d1234a56Y
benign,7045,MSSQLSERVER,C:\Program Files\Microsoft SQL Server\MSSQL14.MSSQLSERVER\MSSQL\Binn\sqlservr.exe,Own Process,Auto Start,NT Service\MSSQLSERVER,SQLServer,2024-03-22T08:11:42.192Z,43d5b1a7-11c0-4f5a-8dce-1234567890Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-07-22T10:15:32.191Z,3f56ae21-49c3-4a1a-88de-123e45abcdeY
benign,7045,NetworkMonitor,C:\Program Files\Network Monitor\networkmonitor.exe,Own Process,Auto Start,LocalSystem,Windows Defender,2024-03-22T08:14:22.191Z,43a72f11-251c-49b8-a0c9-85b392a3bY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-09-02T10:45:20.219Z,3f93a412-9511-4c1a-af34-23456bcdY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Update,2024-08-22T08:41:19.421Z,43f81a6c-9a43-4125-9c6f-d7b1c345Y
benign,7045,DNSCache,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-08-20T10:14:22.118Z,4f75b321-2345-4121-8a56-123456789Y
benign,7045,NetworkSecurity,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,DNSClient,2024-03-22T09:41:18.219Z,43f7a29d-46a7-4d83-8e92-3e469a8f3bY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-03-02T08:41:27.219Z,3fdeaec4-4a2b-49c9-b1a3-751a92e9Y
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-03-22T10:45:12.219Z,4c2a56b9-e431-4255-b3c2-82f98671bcY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-02-20T08:45:12.219Z,4f6a8e4e-23f1-49c4-b2c9-8123456789Y
benign,7045,MSSQLSERVER,C:\Program Files\Microsoft SQL Server\MSSQL14.MSSQLSERVER\MSSQL\Binn\sqlservr.exe,Own Process,Auto Start,NT Service\MSSQLSERVER,MyDatabase,2024-02-22T08:41:19.421Z,4b5a269d-4421-49da-8f3e-1234567890Y
benign,7045,PrintManager,C:\Windows\System32\spoolsv.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,WindowsPrintService,2024-09-02T09:41:18.219Z,43a21b7e-4c3f-497e-a43b-52f23b36Y
benign,7045,BackupService,C:\Program Files\Microsoft\Backup\backupsvc.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,WindowsBackup,2024-09-02T03:15:22.191Z,4a731cba-2198-4d32-812e-85a3b2b5d2Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LOCAL SERVICE,Windows Defender,2024-03-10T08:42:11.219Z,4c83a4f2-11a8-48c2-b4df-8a11b7r5c3Y
benign,7045,DNSCache,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NetworkService,WindowsUpdate,2024-09-01T08:45:21.192Z,43fbd1e2-9b7c-4d2f-b1a4-5f6g7h8iY
benign,7045,NetworkSecurityService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-02-22T09:45:12.192Z,4f6a7329-d11a-4f1e-bc17-9f6a5e0aY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsDefender,2024-02-20T11:45:12.219Z,4f7c9821-1a43-43f2-b0d1-123456789Y
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT Authority\NetworkService,WindowsUpdate,2024-03-22T10:45:12.219Z,4e6b17c2-9a8c-412f-b5a7-21f9e68bY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-08-20T10:15:22.192Z,3fda415f-2a18-4d22-b1f8-827a3aee4fY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,PlugPlay,2024-09-02T10:45:12.219Z,4f92ac35-23b9-4111-9c45-82e0541a5eY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-02-22T08:41:19.421Z,4a3c9b45-2198-4c1a-bf6e-36e3f8d9Y
benign,7045,PowerManager,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-03-22T08:45:12.219Z,43f7a321-1e43-4256-bd8e-123a74a0dY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-07-22T10:45:12.219Z,4e2314f5-5b14-4d2a-9f34-11e6b8a9d78eY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-07-22T08:41:19.421Z,43f9a8d5-21ae-49c4-b495-82a4a3e1cY
benign,7045,PrintService,C:\Windows\System32\spoolsv.exe,Own Process,Auto Start,LocalService,LanmanServer,2024-09-02T09:15:12.456Z,836f42e1-cd11-4a55-8b2a-6a4c51a5bcY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-02-22T08:41:19.219Z,43a2fbd1-9ec3-4d52-ba91-23f59c0aY
benign,7045,SQLServerAgent,C:\Program Files\Microsoft SQL Server\MSSQL12.MSSQLSERVER\MSSQL\Binn\SQLAGENT.EXE,Own Process,Auto Start,NT SERVICE\SQLServerAgent,MSSQLSERVER,2024-09-01T08:45:12.219Z,4c2a54b9-7e23-4123-8d71-a3f55c7a9dY
benign,7045,DNSClient,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-09-21T08:41:19.421Z,4aeea4c2-9311-4b52-b4d5-6a8f11e3Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-09-22T08:41:12.219Z,43a67f81-25b5-4123-bc8d-7a5b2fcedbfY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT Authority\NetworkService,WindowsUpdate,2024-09-01T08:45:12.219Z,4ec711d5-2a34-4125-bc1a-2c3e0f29a5Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-03-22T08:04:12.192Z,4a85f322-9b43-4252-b7a3-4e9e6a21Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-04-22T09:41:19.219Z,43a6b8d3-1c4a-4112-b3b2-8a43c1e9d19Y
benign,7045,Netman,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-03-22T08:41:19.421Z,4f6a741b-2198-42c1-9d48-1198a4cY
benign,7045,Netman,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT Authority\LocalService,WindowsUpdate,2024-07-22T08:41:19.421Z,4a7e0f4c-2195-4121-8c4f-5d6t3v4Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-03-10T08:45:21.421Z,43a67b1c-7e2f-4c1a-8e2e-51231c9aY
benign,7045,SQLServerAgent,C:\Program Files\Microsoft SQL Server\MSAS13.MSSQLSERVER\OLAP\bin\msmdsrv.exe,Own Process,Auto Start,NT Service\MSSQLServerOLAPService,SQLServer,2024-08-20T08:45:12.219Z,4f57b321-21a4-49c3-8d6f-9821qwertyY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT Authority\NetworkService,WindowsDefender,2024-03-22T11:45:12.192Z,4a82f654-2e91-4f38-b4c9-1234567890Y
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-02-20T08:45:12.192Z,4f67b321-9e4c-42e1-9c4b-23456abcdefY
benign,7045,NetworkClient,C:\Windows\System32\svchost.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,DNSClient,2024-03-22T08:41:19.219Z,4a62c21e-11b3-4a3c-9d85-1234567890Y
benign,7045,Windows Update Service,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-07-22T10:14:21.192Z,42a74f5b-135e-421a-bc6e-e4d0f3923dY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-03-10T09:45:12.019Z,4a86b3f2-45c1-4d22-b1a4-3f5e4f013c9Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-08-20T08:45:12.219Z,43a9f8c5-9a2b-4f11-8e9b-4a6bcfed51Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,PlugPlay,2024-03-22T08:41:19.342Z,4a28b9d0-9f1e-44e2-b2c9-fa7a35f1346Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-07-22T08:41:19.219Z,4f6a8d21-1e3c-4a2f-bf7c-9e4f5a01a4cY
benign,7045,VMwareTools,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,Own Process,Auto Start,LocalSystem,WindowsUpdate,2024-09-01T08:45:21.219Z,4b62f9a8-2e4d-4e11-bfba-4edd6a3d9aY
benign,7045,WSearch,C:\Windows\System32\SearchIndexer.exe,Own Process,Auto Start,LocalSystem,Windows Search,2024-09-02T08:47:19.123Z,4b8e3c7d-1a4f-42a3-8c1e-2314fgh56Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-03-22T08:41:19.421Z,43a21b5c-9f3a-424b-8d2a-5e3b16e7Y
benign,7045,WindowsUpdateService,C:\Windows\System32\svchost.exe,Shared Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender Advanced Threat Protection,2024-08-22T10:45:12.219Z,4f67b251-2194-4123-85t6g-2a1d4e5hY
benign,7045,VMwareTools,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender Advanced Threat Protection,2024-09-02T10:45:21.219Z,3fba8145-947a-44b1-9c23-ba456723eY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT Authority\NetworkService,DHCP,2024-07-22T10:45:12.192Z,43a7ebd3-1a4c-49e3-8bc6-5f34srejY
benign,7045,NetworkManagerService,C:\Windows\System32\svchost.exe,Shared Process,Demand Start,NT AUTHORITY\NetworkService,DNSClient,2024-03-22T08:45:12.219Z,4a7f51d2-2e9c-43a8-b23a-85f67b5a56Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,LocalService,WebClient,2024-07-22T06:15:32.219Z,4a2c41bc-8a3d-4121-bc9a-84321f7aY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-09-02T08:47:12.192Z,3f583671-2194-11ed-9f4a-82e7d2a53f6cY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Shared Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-03-22T18:47:12.219Z,43f9a4c2-236a-49e5-8f6d-abcd123Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Update Service,2024-09-01T08:42:15.212Z,43a87fe3-2198-4b11-8f5e-216d6f54Y
benign,7045,NetworkAgent,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-03-10T08:42:12.189Z,3fba622a-11d4-426c-8f15-6a3b9d51Y
benign,7045,NetmanService,C:\Windows\System32\netman.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-03-22T08:41:19.421Z,43a2f911-0e9b-42c1-8b46-23asdwqwY
benign,7045,StorageService,C:\Windows\System32\svchost.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,WindowsStorage,2024-09-01T08:45:12.192Z,43f6a91c-11e4-46c8-9f1b-2db88e7a14Y
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Own Process,Auto Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-03-22T08:41:19.421Z,4a2f5d1c-2345-4678-9fghjk-123456Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-02-22T10:14:21.192Z,43a8bc2e-1f6e-4d45-bc13-1a2f9ew1Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Auto Start,NT AUTHORITY\NetworkService,Windows Defender,2024-03-22T10:15:42.219Z,3f6e97d5-42e9-4123-b12a-9c3c14eY
benign,7045,BackupService,C:\Program Files\Microsoft\Backup\backupsvc.exe,Own Process,Auto Start,NT AUTHORITY\NetworkService,WindowsDefender,2024-07-22T09:45:10.219Z,4e231f6c-85c3-49e1-8dab-23456cd93cY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT Authority\NetworkService,WindowsUpdate,2024-02-20T08:45:12.219Z,4f6a8d2c-11e9-43b5-b3c1-82a16b5c9cY
benign,7045,WSearch,C:\Windows\System32\SearchIndexer.exe,Own Process,Auto Start,NT AUTHORITY\NetworkService,WindowsSearch,2024-08-20T08:45:12.219Z,42651f69-81a2-4f43-a29f-17a5f2f9e11Y
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Own Process,Auto Start,NT AUTHORITY\NetworkService,DNS,2024-09-02T08:47:12.120Z,7a3f41bc-6c18-4f39-8c1a-49dcb9a29aY
benign,7045,WindowsUpdateService,C:\Windows\System32\svchost.exe,Shared Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-07-22T08:45:12.219Z,43a21c9d-14a5-4f6b-b23f-6a89f6e9bY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Own Process,Auto Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-09-01T08:47:22.192Z,43f7c51e-9b43-49fc-b6d4-63f4e2f2aY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-09-01T08:45:12.219Z,4f3a51d2-9f6c-465b-bc2a-e717f3b2Y
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-08-22T09:41:19.421Z,43d9f629-831d-4b4a-9f3c-8a3c55c9e5b9Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-03-22T08:45:12.192Z,4a83b951-1e23-4d64-ba12-82f1a95cY
benign,7045,NetworkService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-02-22T10:45:12.219Z,43a06e4d-6721-4f34-b3c6-5119c3a9Y
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-03-22T09:45:21.192Z,4f73a2e9-11a2-49c1-bb43-8d5a5cd4bcY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,Windows Update,2024-03-22T08:41:19.219Z,4a817d5e-21a5-46c2-b48c-4a3f9bc53c4Y
benign,7045,FileBackupService,C:\Program Files\FileBackup\FileBackupService.exe,Own Process,Auto Start,NT AUTHORITY\LocalService,Windows Defender,2024-08-20T08:45:21.219Z,42a5f431-4ef1-4a81-bb9c-307846125eY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-03-02T08:15:22.191Z,4f6b5542-2d43-4121-bc5d-234ewrtyY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,Windows Defender,2024-03-22T08:45:12.219Z,4c4e19d2-3421-4c92-ba85-1234567890Y
benign,7045,Netman,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\LocalService,WindowsUpdate,2024-08-20T09:45:12.219Z,4f56a23e-1b9c-4123-b1d2-8e5b11f7Y
benign,7045,AutodeskSync,C:\Program Files\Autodesk\Autodesk Sync\AdSync.exe,Own Process,Auto Start,LocalService,Windows Defender,2024-02-20T09:45:12.219Z,4f7d2c11-2a53-49b2-8e6d-9a93c2e1bY
benign,7045,NetmanService,C:\Windows\System32\netman.dll,Share Process,Demand Start,NT AUTHORITY\NetworkService,WindowsUpdate,2024-09-01T08:42:13.219Z,43a81c7f-4412-4c1a-bd4e-a4b8b89d87cY
benign,7045,NetmanService,C:\Windows\System32\svchost.exe,Share Process,Demand Start,NT AUTHORITY\NetworkService,Windows Defender,2024-03-22T08:41:19.129Z,4a0c2e9f-7421-4dfe-8c9a-bd27f2d9c9bY
